ReactionID,nReactants,nProducts,k_opt,k_rec,Ea,r1,r2,r3,p1,p2,p3
1,2, 1,1.4E11,,12.6,H+,OH-,,H2O
2,1,2,2.5E-5,,45.4,H2O,,,H+,OH-
